Corps de métier;Sous-métier (dépannage);Code pack;Nom du pack;Catégorie;Nb lignes
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-017;Peinture cuisine lessivable;FINITIONS;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-018;Traitement moisissures + peinture;FINITIONS;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-019;Peinture plafond anti-condensation;FINITIONS;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-020;Peinture anti-tâches;FINITIONS;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-021;Peinture laque tendue;FINITIONS;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-022;Ratissage HD + velours luxe;FINITIONS;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-023;Peinture écologique bio;FINITIONS;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-024;Peinture pailletée décorative;FINITIONS;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-025;Effet ombré / dégradé artistique;FINITIONS;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-026;Lambris bois mural (pose horizontale/verticale);INSTALLATION;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-027;Panneaux décoratifs 3D muraux (PVC/MDF);INSTALLATION;20
Peinture – Finitions – Enduits décoratifs;;PEI-FIN-PACK-028;Tasseaux bois acoustiques décoratifs;INSTALLATION;20
Peinture – Finitions – Enduits décoratifs;;PEINT-STD-PP-001;Pose papier peint standard;INSTALLATION;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-002;Cloison phonique renforcée;CHANGEMENT;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-006;Faux plafond démontable 60x60;CHANGEMENT;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-010;Dépose + reconstitution faux plafond;CHANGEMENT;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-012;Cloison acoustique hydrofuge;CHANGEMENT;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-013;Cloison coupe-feu EI30/EI60;CHANGEMENT;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-014;Cloison Fermacell;CHANGEMENT;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-015;Doublage hydrofuge SDB;CHANGEMENT;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-017;Cloison gaine technique;CHANGEMENT;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-018;Cloison Fermacell hydrofuge;CHANGEMENT;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-009;Reprise fissures BA13;FINITIONS;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-001;Cloison BA13 sur ossature 70 mm;INSTALLATION;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-003;Doublage BA13 collé (MAP);INSTALLATION;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-004;Doublage BA13 sur ossature + isolant;INSTALLATION;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-005;Faux plafond BA13;INSTALLATION;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-007;Caisson BA13 technique;INSTALLATION;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-008;Coffrage décoratif BA13;INSTALLATION;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-011;Cloison BA13 hydrofuge;INSTALLATION;20
Plâtrerie – Cloisons – Doublages – Faux plafonds;;PLA-CLO-PACK-016;Faux plafond BA13 hydrofuge;INSTALLATION;20
Plomberie – Sanitaire;;PLO-SAN-PACK-001;Remplacement WC classique;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-002;Installation WC suspendu;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-003;Remplacement meuble vasque;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-004;Douche italienne complète;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-005;Remplacement baignoire → douche;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-006;Pose chauffe-eau électrique;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-007;Création réseau plomberie;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-008;Remplacement robinetterie;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-010;Déplacement points d'eau;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-011;Robinetterie encastrée premium;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-012;Réseau multicouche encastré;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-013;WC suspendu premium;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-015;Réseau cuivre brasure;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-017;Modification évacuation PVC;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-019;Pose parois de douche premium;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-021;Baignoire (fourniture + pose);CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-022;Receveur de douche (fourniture + pose);CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-024;Sèche-serviette à eau (fourniture + pose);CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-025;Système Grohe SmartControl encastré;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-026;Colonne de douche (fourniture + pose);CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-027;Mitigeur mural encastré;CHANGEMENT;20
Plomberie – Sanitaire;;PLO-SAN-PACK-028;Robinetterie vasque (fourniture + pose);CHANGEMENT;21
Plomberie – Sanitaire;;PLO-SAN-PACK-009;Création arrivée + évacuation MAL/LV;INSTALLATION;20
Plomberie – Sanitaire;;PLO-SAN-PACK-014;Siphon sol PMR;INSTALLATION;20
Plomberie – Sanitaire;;PLO-SAN-PACK-016;Installation adoucisseur;INSTALLATION;20
Plomberie – Sanitaire;;PLO-SAN-PACK-018;Création nourrices chauffage/sanitaire;INSTALLATION;20
Plomberie – Sanitaire;;PLO-SAN-PACK-020;Baignoire îlot (installation complète);INSTALLATION;20
Plomberie – Sanitaire;;PLO-SAN-PACK-023;Parois de douche (fourniture + pose);INSTALLATION;20
Revêtements de sols;;SOL-PACK-004;Ponçage + vitrification parquet;FINITIONS;20
Revêtements de sols;;SOL-PACK-001;Parquet stratifié flottant;INSTALLATION;20
Revêtements de sols;;SOL-PACK-002;Parquet massif collé;INSTALLATION;20
Revêtements de sols;;SOL-PACK-003;Parquet hydrofuge clipsable;INSTALLATION;20
Revêtements de sols;;SOL-PACK-005;Sol PVC en lés;INSTALLATION;20
Revêtements de sols;;SOL-PACK-006;LVT clipsable;INSTALLATION;20
Revêtements de sols;;SOL-PACK-007;Lino U2s / U3s;INSTALLATION;20
Revêtements de sols;;SOL-PACK-008;Ragréage autolissant;INSTALLATION;20
Revêtements de sols;;SOL-PACK-009;Chape liquide;INSTALLATION;20
Revêtements de sols;;SOL-PACK-010;Dalles sur plots;INSTALLATION;20
Revêtements de sols;;SOL-PACK-011;Résine de sol;INSTALLATION;20
Revêtements de sols;;SOL-PACK-012;Terrasse bois naturel;INSTALLATION;20
Revêtements de sols;;SOL-PACK-013;Terrasse composite;INSTALLATION;20
Revêtements de sols;;SOL-PACK-014;Dalles sur plots terrasse;INSTALLATION;20
Revêtements de sols;;SOL-PACK-015;Terrasse grès cérame 2 cm;INSTALLATION;20
Revêtements de sols;;SOL-PACK-016;Terrasse bois exotique;INSTALLATION;20
Revêtements de sols;;SOL-PACK-017;Terrasse béton désactivé;INSTALLATION;20
Salle de bain – Aménagement complet;;SDB-PACK-001;Création complète salle de bain standard;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-002;Salle de bain premium complète;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-003;Transformation baignoire en douche italienne;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-005;Remplacement baignoire;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-006;Remplacement receveur de douche;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-007;Pose paroi de douche;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-008;Pose sèche-serviette eau chaude;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-009;Pose sèche-serviette électrique;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-010;Ensemble douche complet;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-011;Pose meuble vasque simple;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-012;Pose meuble double vasque;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-013;GROHE SmartControl encastré;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-014;Colonne de douche complète;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-015;WC suspendu;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-016;WC au sol classique;CHANGEMENT;21
Salle de bain – Aménagement complet;;SDB-PACK-017;SPEC étanchéité salle de bain;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-018;Faïence murale;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-019;Carrelage sol SDB;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-020;Salle de bain PMR complète;CHANGEMENT;20
Salle de bain – Aménagement complet;;SDB-PACK-004;Dépose complète ancienne salle de bain;DEMOLITION;20
Salle de bain – Aménagement complet;;SDB-STD-001;Creation salle de bain standard;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-001;Porte métallique sur mesure;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-002;Porte métallique coupe-feu EI30/EI60;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-003;Blindage porte appartement;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-005;Garde-corps métallique;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-007;Portillon acier / fer forgé;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-010;Clôture acier / fer;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-013;Auvent métallique;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-016;Claustra métallique décoratif;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-017;Verrière atelier métal;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-018;Main courante extérieure galvanisée;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-020;Portique métallique support portail;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-023;IPN grande portée / linteau multiple;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-025;Renfort balcon / acrotère métallique;CHANGEMENT;20
Serrurerie – Métallerie;;SER-MET-PACK-004;Grille de défense sur mesure;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-006;Main courante acier/inox;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-008;Portail battant acier;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-009;Portail coulissant acier;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-011;Escalier métal sur mesure;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-012;Mezzanine métallique;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-014;Carport métallique;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-015;Structure métal pergola/véranda;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-019;Pergola structure métallique;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-021;IPN linteau ouverture mur porteur;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-022;IPN de reprise sous dalle / plancher;INSTALLATION;20
Serrurerie – Métallerie;;SER-MET-PACK-024;IPN apparent décoratif industriel;INSTALLATION;20
Terrassement – VRD – Assainissement;;TER-PACK-001;Terrassement dalle béton terrasse 20-30 m²;INSTALLATION;20
Terrassement – VRD – Assainissement;;TER-PACK-002;Terrassement dalle béton 10–15 m²;INSTALLATION;21
Terrassement – VRD – Assainissement;;TER-PACK-003;Tranchée technique + pose réseaux 10–20 ml;INSTALLATION;20
Terrassement – VRD – Assainissement;;TER-PACK-004;Décaissement + hérisson pour dalle intérieure 15-25 m²;INSTALLATION;20
Terrassement – VRD – Assainissement;;TER-PACK-005;Préparation et mise en œuvre de réseaux enterrés EU/EP;INSTALLATION;20
Terrassement – VRD – Assainissement;;TER-PACK-006;Drainage périphérique maison 20-40 ml;INSTALLATION;20
Terrassement – VRD – Assainissement;;TER-PACK-007;Réalisation d'un regard béton + raccordements;INSTALLATION;20
Terrassement – VRD – Assainissement;;TER-PACK-008;Fosse septique 3000 L + épandage;INSTALLATION;20
Terrassement – VRD – Assainissement;;TER-PACK-009;Puits d'infiltration / puisard eaux pluviales;INSTALLATION;20
Terrassement – VRD – Assainissement;;TER-PACK-010;Décaissement + enrobé noir 20-40 m²;INSTALLATION;20
